curso,codigo,D_DENOMINA,D_ESPECIFICA,D_TIPO,D_DOMICILIO,D_LOCALIDAD,cod_municipio,D_MUNICIPIO,D_PROVINCIA,C_POSTAL,N_TELEFONO,Correo_e,N_LATITUD,N_LONGITUD,N_COUTMX,N_COUTMY,Regimen_general,Regimen_adultos,Regimen_especial,pub_adh_inf1,pub_noadh_inf1,priv_adh_inf1,priv_noadh_inf1,pub_inf2,priv_c_inf2,priv_noc_inf2,pub_pri,priv_c_pri,priv_noc_pri,pub_eso,priv_c_eso,priv_noc_eso,pub_bach_ord,priv_c_bach_ord,priv_noc_bach_ord,pub_bach_adul,pub_bach_semi_dist,pub_fpbasica,priv_c_fpbas,priv_noc_fpbas,pub_fpgm_ord,priv_c_fpgm_ord,priv_noc_fpgm_ord,pub_fpgm_adul,pub_fpgm_semi_dist,priv_noc_fpgm_semi_dist,pub_fpgs_ord,priv_c_fpgs_ord,priv_noc_fpgs_ord,pub_fpgs_adul,priv_noc_fpgs_adul,pub_fpgs_semi_dist,priv_noc_fpgs_semi_dist,pub_ce_gm,pri_noc_ce_gm,pub_ce_gs,pri_noc_ce_gs,pub_ee,priv_c_ee,priv_noc_ee,pub_ccff_gm_apd,priv_ccff_gm_apd,pub_ccff_gs_apd,priv_ccff_gs_apd,pub_ESD,priv_ESD,priv_Master_EA,pub_Dra,priv_Dra,pub_Ens_Mus,priv_Ens_Mus,pub_Ens_Dan,priv_Ens_Dan,pub_Ens_no_reg_mus,priv_Ens_no_reg_mus,pub_Ens_no_reg_dan,priv_Ens_no_reg_dan,pub_idi,pub_idi_libre,pub_Ens_no_reg_idi,pub_Dep_gm,priv_Dep_gm,pub_Dep_gs,priv_Dep_gs,pub_Adul_formal,pub_planes
22,14700146,Instituto de Educación Secundaria,Fidiana,Público,"C/ Saturno, s/n",Córdoba,14021,Córdoba,Córdoba,14014,957734990,14700146.edu@juntadeandalucia.es,"37,892263282024615","-4,753443002700806","345821,4708","4195310,737",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700161,Instituto de Educación Secundaria,Medina Azahara,Público,Avda. Gran Vía Parque,Córdoba,14021,Córdoba,Córdoba,14005,957734615,14700161.edu@juntadeandalucia.es,"37,88410079231863","-4,795188903808594","342133,0665","4194474,842",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700286,Instituto de Educación Secundaria,Ángel de Saavedra,Público,"Avda. Virgen de las Angustias, s/n",Córdoba,14021,Córdoba,Córdoba,14006,957278661,14700286.edu@juntadeandalucia.es,"37,900927736","-4,775866145","343867,9802","4196309,485",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700298,Instituto de Educación Secundaria,Nuevas Poblaciones,Público,"C/ La Salud, 6",La Carlota,14017,La Carlota,Córdoba,14100,957307521,14700298.edu@juntadeandalucia.es,"37,66779762","-4,932401111","329569,6099","4170714,167",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700304,Instituto de Educación Secundaria,Colonial,Público,"Avda. de la Constitución, 2",Fuente Palmera,14030,Fuente Palmera,Córdoba,14120,957719944,14700304.edu@juntadeandalucia.es,"37,70830363618882","-5,09391188621521","315423,8887","4175514,929",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700316,Instituto de Educación Secundaria,La Jara,Público,"C/ Navaluenga, s/n",Villanueva de Córdoba,14069,Villanueva de Córdoba,Córdoba,14440,957139834,14700316.edu@juntadeandalucia.es,"38,326322621927105","-4,622690677642822","358161,2885","4243267,956",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700353,Instituto de Educación Secundaria,Duque de Rivas,Público,"C/ El Madroño, 30",Hornachuelos,14036,Hornachuelos,Córdoba,14740,957579954,14700353.edu@juntadeandalucia.es,"37,83229362816733","-5,253310203552246","301702,9232","4189600,248",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700365,Instituto de Educación Secundaria,Miguel Crespo,Público,"Ronda de las Erillas, s/n",Fernán Núñez,14027,Fernán Núñez,Córdoba,14520,957379716,14700365.edu@juntadeandalucia.es,"37,67477287024397","-4,728986620903015","347525,7415","4171137,695",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700377,Instituto de Educación Secundaria,Carmen Pantión,Público,"C/ Haza Luna, s/n",Priego de Córdoba,14055,Priego de Córdoba,Córdoba,14800,957559928,14700377.edu@juntadeandalucia.es,"37,437488603","-4,200754723","393774,737","4144082,897",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,S,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700390,Instituto de Educación Secundaria,Vicente Núñez,Público,"C/ Fray Luis de León, 2",Aguilar de la Frontera,14002,Aguilar de la Frontera,Córdoba,14920,957699631,14700390.edu@juntadeandalucia.es,"37,5120236828318","-4,6543192863464355","353792,7439","4152960,777",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700419,Instituto de Educación Secundaria,La Escribana,Público,"C/ Cultura Sebastián, 9",Villaviciosa de Córdoba,14073,Villaviciosa de Córdoba,Córdoba,14300,957365523,14700419.edu@juntadeandalucia.es,"38,07654834","-5,01742489","323050,9183","4216229,939",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700420,Instituto de Educación Secundaria,Miguel de Cervantes,Público,"C/ Blas Infante, s/n",Lucena,14038,Lucena,Córdoba,14900,957596808,14700420.edu@juntadeandalucia.es,"37,40988884587819","-4,473098516464233","369632,6056","4141362,508",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700432,Instituto de Educación Secundaria,La Soledad,Público,"C/ La Soledad, s/n",Villafranca de Córdoba,14067,Villafranca de Córdoba,Córdoba,14420,957199545,14700432.edu@juntadeandalucia.es,"37,964609589","-4,541640418","364579,0562","4203009,311",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700444,Instituto de Educación Secundaria,Nuestra Señora de la Estrella,Público,"Avda. de la Estrella, s/n",Villa del Río,14066,Villa del Río,Córdoba,14640,957199700,14700444.edu@juntadeandalucia.es,"37,97700141827381","-4,293873310089111","386363,544","4204052,903",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700468,Instituto de Educación Secundaria,Nuevo Scala,Público,"C/ Junquillo, s/n",Rute,14058,Rute,Córdoba,14960,957596816,14700468.edu@juntadeandalucia.es,"37,32019210410316","-4,36732292175293","378849,9442","4131269,788",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700471,Instituto de Educación Secundaria,Luna de la Sierra,Público,"C/ Luis Vélez de Guevara, s/n",Adamuz,14001,Adamuz,Córdoba,14430,957199555,14700471.edu@juntadeandalucia.es,"38,03010961967546","-4,521646499633789","366454,3232","4210248,407",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700481,Instituto de Educación Secundaria,Puente de Alcolea,Público,"C/ Capricho, s/n",Alcolea,14021,Córdoba,Córdoba,14610,671533201,14700481.edu@juntadeandalucia.es,"37,93597307749379","-4,667408466339111","353473,7036","4200022,114",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700493,Instituto de Educación Secundaria,José Alcántara,Público,"Plaza del Maestro, s/n",Belmez,14009,Belmez,Córdoba,14240,957579912,14700493.edu@juntadeandalucia.es,"38,26809790727805","-5,20851731300354","306794,8646","4237868,565",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700501,Instituto de Educación Secundaria,Don Diego de Bernuy,Público,"C/ Huelva, s/n",Benamejí,14010,Benamejí,Córdoba,14910,957596582,14700501.edu@juntadeandalucia.es,"37,270225814","-4,539941039","363464,0834","4125961,37",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700511,Instituto de Educación Secundaria,Virgen del Campo,Público,"Ronda del Convento, s/n",Cañete de las Torres,14014,Cañete de las Torres,Córdoba,14660,957199820,14700511.edu@juntadeandalucia.es,"37,869467010881124","-4,323045015335083","383632,0146","4192157,119",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700523,Instituto de Educación Secundaria,Garci Méndez,Público,"Avda. de Cádiz, s/n",El Carpio,14018,El Carpio,Córdoba,14620,957199559,14700523.edu@juntadeandalucia.es,"37,940681926275865","-4,49165403842926","368927,6927","4200282,764",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700535,Instituto de Educación Secundaria,Santa Rosa de Lima,Público,"C/ Ciudad de Carmona, s/n",Córdoba,14021,Córdoba,Córdoba,14009,957734819,14700535.edu@juntadeandalucia.es,"37,86834903305901","-4,770984649658203","344228,5513","4192686,289",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700559,Instituto de Educación Secundaria,Santa Catalina de Siena,Público,"C/ Fernando Camacho, 44",Córdoba,14021,Córdoba,Córdoba,14014,671533079,14700559.edu@juntadeandalucia.es,"37,889657966","-4,756389721","345556,9042","4195026,52",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700560,Instituto de Educación Secundaria,Mencía López de Haro,Público,"Avda. El laderón, s/n",Doña Mencía,14022,Doña Mencía,Córdoba,14860,957699604,14700560.edu@juntadeandalucia.es,"37,54988529636112","-4,357559680938721","380082,1586","4156741,688",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700572,Instituto de Educación Secundaria,San Roque,Público,"C/ Andalucía, 1",Dos Torres,14023,Dos Torres,Córdoba,14460,957139605,14700572.edu@juntadeandalucia.es,"38,44004360411399","-4,900932312011719","334098,4502","4256351,927",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700584,Instituto de Educación Secundaria,Mirador del Genil,Público,"C/ Puente de Hierro, 1",Iznájar,14037,Iznájar,Córdoba,14970,957596849,14700584.edu@juntadeandalucia.es,"37,25506740111793","-4,29616391658783","385056,1604","4123955,577",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700602,Instituto de Educación Secundaria,Albenzaide,Público,"C/ Vereda del Calvario, s/n",Luque,14039,Luque,Córdoba,14880,957699707,14700602.edu@juntadeandalucia.es,"37,557684952697095","-4,282779693603516","386699,8339","4157514,287",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700614,Instituto de Educación Secundaria,Ulia Fidentia,Público,"Bda. María Auxiliadora, s/n",Montemayor,14041,Montemayor,Córdoba,14530,957379924,14700614.edu@juntadeandalucia.es,"37,645534106089464","-4,693951606750488","350556,9886","4167836,992",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700626,Instituto de Educación Secundaria,Las Viñas,Público,"Avda. del Deporte, s/n",Moriles,14045,Moriles,Córdoba,14510,957596575,14700626.edu@juntadeandalucia.es,"37,437469543203555","-4,602895975112915","358196,9704","4144610,041",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700638,Instituto de Educación Secundaria,Cumbres Altas,Público,"C/ Marqués de Cabriñana, s/n",Nueva Carteya,14046,Nueva Carteya,Córdoba,14857,957699615,14700638.edu@juntadeandalucia.es,"37,58697952946761","-4,460535049438477","371049,4835","4160993,782",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700641,Instituto de Educación Secundaria,Sácilis,Público,"C/ Santa Rafaela María, 101",Pedro Abad,14050,Pedro Abad,Córdoba,14630,671531983,14700641.edu@juntadeandalucia.es,"37,96558346030859","-4,458131790161133","371916,7223","4202999,206",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700651,Instituto de Educación Secundaria,Ricardo Delgado Vizcaíno,Público,"C/ Dr. Antonio Cabrera, 46",Pozoblanco,14054,Pozoblanco,Córdoba,14400,957139525,14700651.edu@juntadeandalucia.es,"38,380152541455615","-4,8564451932907104","337847,4849","4249626,44",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700663,Instituto de Educación Secundaria,Fuente Álamo,Público,"Ctra. del Palomar, s/n",Puente Genil,14056,Puente Genil,Córdoba,14500,957618501,14700663.edu@juntadeandalucia.es,"37,37435212306327","-4,774589538574219","342874,7743","4137879,1",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700675,Instituto de Educación Secundaria,Cecilio Jiménez,Público,"Avda. Parque, s/n",El Viso,14074,El Viso,Córdoba,14470,957139816,14700675.edu@juntadeandalucia.es,"38,47973062753331","-4,94959831237793","329944,06","4260844,982",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700717,Instituto de Educación Secundaria,Ategua,Público,"C/ Isabel García Regio, 2",Castro del Río,14019,Castro del Río,Córdoba,14840,957370366,14700717.edu@juntadeandalucia.es,"37,69296818","-4,470989953","370310,7914","4172768,125",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,14700729,Instituto de Educación Secundaria,Juan de Soto Alvarado,Público,"C/ Menéndez Pelayo, s/n",Belalcázar,14008,Belalcázar,Córdoba,14280,957149928,14700729.edu@juntadeandalucia.es,"38,57279675907233","-5,165462493896484","311356,3801","4271594,42",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700730,Instituto de Educación Secundaria,Grupo Cántico,Público,"C/ Virgen de las Angustias, s/n",Córdoba,14021,Córdoba,Córdoba,14006,957734760,14700730.edu@juntadeandalucia.es,"37,900052366072465","-4,777486324310303","343723,6729","4196215,065",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700742,Instituto de Educación Secundaria,Pay Arias,Público,"C/ Virgen del Pilar, s/n",Espejo,14025,Espejo,Córdoba,14830,957379906,14700742.edu@juntadeandalucia.es,"37,686859956482046","-4,5528459548950195","363082,3202","4172206,85",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,14700781,Instituto de Educación Secundaria,Maestro Eloy Vaquero,Público,"Ctra. de Santaella, s/n. Zona Polideportivo",Montalbán de Córdoba,14040,Montalbán de Córdoba,Córdoba,14548,957307515,14700781.edu@juntadeandalucia.es,"37,587574655404694","-4,750642776489258","345435,239","4161497,777",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000039,Instituto de Educación Secundaria,Aricel,Público,"C/ Aricel, s/n",Albolote,18003,Albolote,Granada,18220,958893976,18000039.edu@juntadeandalucia.es,"37,228547275306326","-3,662019968032837","441272,4816","4120431,622",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000519,Instituto de Educación Secundaria,Nazarí,Público,"Avda. de Nicaragua, s/n",Salobreña,18173,Salobreña,Granada,18680,958649502,18000519.edu@juntadeandalucia.es,"36,74417156838554","-3,5803091526031494","448193,6508","4066650,059",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000601,Instituto de Educación Secundaria,Antigua Sexi,Público,"C/ Lo Colorado, s/n",Almuñécar,18017,Almuñécar,Granada,18690,958649590,18000601.edu@juntadeandalucia.es,"36,738995895271486","-3,700547218322754","437455,213","4066147,699",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,18000738,Instituto de Educación Secundaria,Al-Fakar,Público,"Avda. García Lorca, s/n",Alfacar,18011,Alfacar,Granada,18170,958893962,18000738.edu@juntadeandalucia.es,"37,23755705055775","-3,560745120048523","450262,5353","4121373,157",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000787,Instituto de Educación Secundaria,Luis Bueno Crespo,Público,"Avda. de Las Palmeras, s/n",Armilla,18021,Armilla,Granada,18100,958893739,18000787.edu@juntadeandalucia.es,"37,142675158957175","-3,6141639947891235","445456,0895","4110876,496",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,S,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,18000842,Instituto de Educación Secundaria,Alhendín,Público,"C/ Real, s/n",Alhendín,18014,Alhendín,Granada,18620,958893900,18000842.edu@juntadeandalucia.es,"37,110734038696876","-3,641447424888611","443009,0754","4107349,058",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000854,Instituto de Educación Secundaria,Los Cahorros,Público,"C/ de los Neveros, s/n",Barrio de la Vega,18134,Monachil,Granada,18198,671534818,18000854.edu@juntadeandalucia.es,"37,12980709233029","-3,5559064149856567","450621,6304","4109417,048",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000891,Instituto de Educación Secundaria,Clara Campoamor,Público,"Avda. Vistalegre, s/n",Peligros,18153,Peligros,Granada,18210,958893818,18000891.edu@juntadeandalucia.es,"37,231192147","-3,628066247","444286,4818","4120704,526",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18000908,Instituto de Educación Secundaria,Iliberis,Público,"Avda. Andalucía, 84",Atarfe,18022,Atarfe,Granada,18230,958893993,18000908.edu@juntadeandalucia.es,"37,22400674357059","-3,680065870285034","439667,9998","4119939,24",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,18001081,Instituto de Educación Secundaria,Laurel de la Reina,Público,"C/ Everest, s/n",La Zubia,18193,La Zubia,Granada,18140,958893722,18001081.edu@juntadeandalucia.es,"37,112813264","-3,591431523","447454,3392","4107550,873",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
